-2.234310773065645017e-01,-2.234310773065645017e-01,3.234280558650913795e-01,2.482533954056571623e-01
-5.599332872103628400e-01,-5.599332872103628400e-01,-5.440425231974976850e-01,-7.156028035527752795e-01
2.933975605927324759e-01,2.933975605927324759e-01,-2.620014155136913825e-01,-4.022237950152127706e-01
-5.019486269150270630e-01,-5.019486269150270630e-01,5.096546002440461853e-01,4.551717780489402676e-01
1.696937610794282958e-01,1.696937610794282958e-01,4.252340257903119980e-02,-6.386288602329859287e-02
2.449502897393904810e-01,2.449502897393904810e-01,9.873765890202734763e-02,-1.402601219969490387e-03
-1.780918187555984855e-01,-1.780918187555984855e-01,2.330209613281921666e-01,1.478010681424356543e-01
2.792692819584014496e-01,2.792692819584014496e-01,-6.828284667905548666e-02,-1.869809407545062196e-01
5.282144868649105846e-02,5.282144868649105846e-02,3.448658349803295220e-01,2.720731499781439133e-01
2.071247810598563777e-01,2.071247810598563777e-01,5.531290736546872200e-01,5.034767485052080715e-01
-2.117368051710296906e-01,-2.117368051710296906e-01,4.494942277066180658e-01,3.883269196740201101e-01
1.584359907239448195e-01,1.584359907239448195e-01,-3.199306175039406952e-01,-4.665895750043784762e-01
9.427474161994038593e-02,9.427474161994038593e-02,-3.545613819169650682e-01,-5.050682021299612856e-01
-1.325815767222980335e-01,-1.325815767222980335e-01,-1.089797502851530542e-01,-2.321997225390588504e-01
-1.800175687558664972e-01,-1.800175687558664972e-01,7.120690593736507257e-01,6.800767326373896582e-01
-6.869251009401165786e-02,-6.869251009401165786e-02,-5.019839451124430418e-02,-1.668871050124935973e-01
1.293935682513975838e-01,1.293935682513975838e-01,6.743598034576270273e-02,-3.618224406026371298e-02
4.652754720598180072e-01,4.652754720598180072e-01,7.062623908369336512e-02,-3.263751212922971767e-02
4.285508967478734443e-01,4.285508967478734443e-01,5.307384192227966313e-01,4.785982435808852076e-01
1.326676946180375093e-02,1.326676946180375093e-02,-4.781442843668191056e-01,-6.423825381853545124e-01
3.893043826908447747e-01,3.893043826908447747e-01,-3.408315008192472906e-01,-4.898127786880523971e-01
