-6.783404090682894350e-02,-6.783404090682894350e-02,1.625705213287975681e-02,6.320254679676451381e-03
-5.897697522978540691e-02,-5.897697522978540691e-02,-1.125590985434712366e-01,-1.237970692358294489e-01
-2.779909665708561739e-02,-2.779909665708561739e-02,1.676689019643512468e-01,1.592615171357083526e-01
7.078742409878942266e-02,7.078742409878942266e-02,1.404395086041014817e-01,1.317570793980823440e-01
-1.592790705023118536e-01,-1.592790705023118536e-01,1.201540398353085903e-01,1.112667069043521417e-01
-3.553712789401683447e-02,-3.553712789401683447e-02,-1.904923131289830707e-01,-2.025174880090738760e-01
4.699451437023519085e-02,4.699451437023519085e-02,1.927460396101453588e-01,1.845919592021669775e-01
-8.843834818037830947e-02,-8.843834818037830947e-02,-1.386976916393507508e-01,-1.501996885245966418e-01
-2.341771339700700165e-03,-2.341771339700700165e-03,1.439596355442890330e-01,1.353127631760495664e-01
-6.988561161770229235e-02,-6.988561161770229235e-02,4.119325194334511053e-02,3.150833529630814311e-02
-2.375689995320431815e-03,-2.375689995320431815e-03,2.476491909512924527e-01,2.400496878295883540e-01
-9.371435349793945380e-02,-9.371435349793945380e-02,-4.265192208876622537e-02,-5.318375968562238931e-02
-2.797087127115894037e-02,-2.797087127115894037e-02,1.083751459344597379e-01,9.936883427723208762e-02
-1.409405518728162332e-01,-1.409405518728162332e-01,-7.366269409839243387e-02,-8.450777181655810821e-02
-3.678198767891439208e-02,-3.678198767891439208e-02,-2.023894250314319798e-01,-2.145347727590223297e-01
-1.191731515883789807e-03,-1.191731515883789807e-03,4.056037142597457290e-02,3.086906204643902196e-02
1.618383476709895907e-01,1.618383476709895907e-01,-7.665887123242232093e-02,-8.753421336608302461e-02
4.200026202113844170e-02,4.200026202113844170e-02,-1.274607940191851974e-02,-2.297583777971556884e-02
6.827729549377814511e-02,6.827729549377814511e-02,-1.751260976286395099e-02,-2.779051491198369916e-02
-4.612443947822317952e-02,-4.612443947822317952e-02,-1.507229830303904450e-01,-1.623464475054448020e-01
1.143446136501324734e-01,1.143446136501324734e-01,6.983441803657586266e-02,6.043880609755136746e-02
9.768843131322099693e-02,9.768843131322099693e-02,-7.603112649037524484e-02,-8.690012776805589034e-02
-5.695432814219362344e-02,-5.695432814219362344e-02,7.464481929756106027e-02,6.529779727026363556e-02
-8.385563545770176319e-02,-8.385563545770176319e-02,-1.992828498707477358e-02,-3.023059089603519212e-02
-1.077383767687917042e-02,-1.077383767687917042e-02,1.451313934319051757e-01,1.364963570019244177e-01
-6.978705168267608505e-02,-6.978705168267608505e-02,1.118860105547812012e-01,1.029151621765466151e-01
-1.160502928596610084e-01,-1.160502928596610084e-01,9.190239438097080882e-02,8.272969129390994603e-02
-8.048037480946249045e-02,-8.048037480946249045e-02,1.996876952376200887e-01,1.916037325632525823e-01
1.824908942569151149e-01,1.824908942569151149e-01,-2.104410133929746074e-02,-3.135767812050249681e-02
