5.198719082082891782e-03,5.198719082082891782e-03,1.666324230528570816e-02,1.656489879516520602e-02
1.307505276295103241e-02,1.307505276295103241e-02,7.194463026247266413e-03,7.095172543501671036e-03
-1.292075435942572834e-02,-1.292075435942572834e-02,6.984401951588337099e-03,6.885090460634457621e-03
-1.951208372678002109e-02,-1.951208372678002109e-02,-1.788021031061237665e-02,-1.798200851146347645e-02
5.077278014121684897e-03,5.077278014121684897e-03,6.023823019512875021e-03,5.924415461059040489e-03
2.373934392293743784e-02,2.373934392293743784e-02,3.513082901647646139e-03,3.413424244071983082e-03
1.224490041024865316e-03,1.224490041024865316e-03,-4.451155837146281158e-03,-4.551610998246191642e-03
7.979986381950514296e-03,7.979986381950514296e-03,9.050544153601958186e-03,8.951439297531615935e-03
4.238243432129365864e-04,4.238243432129365864e-04,-2.616067562402291102e-03,-2.716339196322081762e-03
-4.791630348264368580e-03,-4.791630348264368580e-03,-9.164875707663222570e-03,-9.265802287892199729e-03
-7.603559817848070702e-03,-7.603559817848070702e-03,-7.265715382031245895e-03,-7.366452027234071664e-03
3.201577654583771023e-03,3.201577654583771023e-03,-1.633804269926941721e-02,-1.643968666793638178e-02
-4.181662884873790613e-03,-4.181662884873790613e-03,-3.408829170778338025e-03,-3.509180088787200447e-03
-8.396190301702438630e-03,-8.396190301702438630e-03,3.106568176055557462e-02,3.096877863841940304e-02
2.036421179850172146e-03,2.036421179850172146e-03,-5.788405762872095295e-04,-6.789084671339207233e-04
-8.142932219973172351e-04,-8.142932219973172351e-04,-1.478243128599254774e-02,-1.488391967796043325e-02
1.402476839017203873e-02,1.402476839017203873e-02,-9.632336948666164744e-04,-1.063340028869541598e-03
-3.845981552609720189e-03,-3.845981552609720189e-03,2.281630822989633156e-02,2.271858008790506034e-02
-6.041030113519801382e-03,-6.041030113519801382e-03,9.148177877811525249e-03,9.049082786090179020e-03
6.998705011363462285e-03,6.998705011363462285e-03,4.341977350894365983e-03,4.242401591053490684e-03
4.804412702487327949e-03,4.804412702487327949e-03,7.407564418815293372e-03,7.308295248340090922e-03
8.204038904149254033e-03,8.204038904149254033e-03,1.046571701188803161e-02,1.036675368725681334e-02
7.307374999420834447e-03,7.307374999420834447e-03,8.641677620479626398e-03,8.542531873667047471e-03
